year,birth_country,race,sex,family_size,age_1stchild,evpoverty,income,networth,empstatus
2004,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"20","No",20000,34000,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"32","No",117000,275000,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"27","No",40000,78000,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"19","No",70000,160000,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"23","Yes",26156,62000,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"25","Yes",18000,-4700,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"24","Yes",23000,44400,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"17","Yes",14000,244500,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"25","Yes",41000,142000,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"32","Yes",52000,111000,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"31","No",61000,153500,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"35","No",46000,220500,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"20","Yes",10000,313000,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"36","Yes",40000,123500,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"25","Yes",27040,61230,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"19","No",32000,549450,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"17","Yes",57000,104300,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"33","No",8000,135000,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"19","Yes",50000,338500,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"28","No",31999,57600,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"21","Yes",24700,599300,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"26","Yes",50,337500,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"29","",34000,-1,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"25","",-1,-1,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"40","No",35000,336000,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"23","No",25600,247500,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"35","No",64000,159500,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"17","Yes",265933,33100,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"19","Yes",32000,90880,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"17","Yes",-2,144000,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"21","No",51000,301000,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"43","No",75000,6800,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"18","Yes",50000,29700,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"17","Yes",28000,420,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"21","No",59000,175800,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"24","Yes",11960,800,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"19","Yes",16000,54000,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"23","Yes",15000,104800,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"23","Yes",24552,266900,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",4,"27","No",55000,875500,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"30","No",20000,1061000,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",4,"37","No",73000,412000,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"26","Yes",30000,377790,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"20","Yes",9000,340000,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",4,"32","No",120000,662000,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"32","Yes",30000,139500,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"30","No",40000,224800,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"24","No",28000,18000,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"29","Yes",44000,203575,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",4,"24","No",96000,395000,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",4,"33","No",62000,32950,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",4,"26","No",68000,34000,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"27","Yes",34078,66000,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"26","No",265933,614000,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"25","No",14000,427000,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"27","No",85000,289000,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"26","No",35000,122500,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"32","Yes",45000,403500,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"22","No",28000,356000,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"20","No",78000,358200,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",4,"34","No",75000,523500,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",4,"28","No",-1,205000,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",4,"36","No",44000,567500,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",4,"30","No",265933,669000,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"32","No",38400,231000,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",4,"20","Yes",48000,52500,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",4,"27","No",84000,308500,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"21","Yes",55000,89300,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"17","Yes",4000,238300,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",4,"27","Yes",81500,376500,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"18","Yes",7280,-5800,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",4,"24","No",60000,258800,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",4,"32","Yes",58000,46000,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"28","Yes",35000,372000,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"27","No",15000,145105,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"33","No",45000,317500,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"25","No",23500,146500,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",4,"26","No",-2,12000,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",4,"32","No",64000,441000,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",4,"31","Yes",80000,2569252,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",4,"33","No",83000,399000,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"26","No",48000,62500,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",4,"25","No",-1,749584,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",4,"34","No",73000,177800,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"32","No",6500,175700,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",4,"32","No",100000,371800,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",4,"27","No",70000,510000,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"32","Yes",7000,929200,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",4,"31","",-1,233332,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"20","Yes",14000,187425,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"31","Yes",50000,348000,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",4,"25","No",100000,870000,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",4,"23","No",30000,3000,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"21","No",20000,79800,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",4,"30","Yes",92000,902499,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",4,"20","No",50000,60000,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",4,"25","Yes",49000,71000,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"32","No",55000,158000,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"28","Yes",4830,37500,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"35","No",16365,-13892,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"29","Yes",21000,221900,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"29","Yes",25000,2569252,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",4,"23","No",52000,532500,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"24","Yes",-1,213000,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"28","Yes",35000,57200,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"25","No",3000,45225,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",4,"21","Yes",86000,36200,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",4,"30","Yes",145000,401000,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",4,"28","Yes",120000,495000,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",4,"32","No",72000,359200,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"17","Yes",7000,244500,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"35","Yes",47500,332000,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"23","No",8000,80500,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",4,"18","No",45000,114200,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",4,"30","No",47000,197200,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"24","",-1,253018,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",4,"34","No",50000,325000,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",4,"29","Yes",65000,69000,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",4,"24","Yes",100000,222000,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",4,"28","No",45000,9500,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"25","No",500,142000,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",4,"37","Yes",35000,-19500,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"16","Yes",20000,-1,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",4,"22","Yes",95000,312000,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"21","No",38000,166500,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",4,"28","Yes",110000,349250,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"30","No",50000,57200,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",4,"23","No",68000,338500,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"26","No",17000,7150,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"28","Yes",41000,81000,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"34","Yes",28000,13000,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",4,"22","No",68000,187900,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",4,"28","No",49000,111500,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"23","No",45000,281579,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",4,"19","Yes",36000,2100,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",4,"21","No",40000,64000,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",1,"No children yet","No",-2,8000,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",1,"No children yet","No",89000,325500,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"No children yet","No",62000,230000,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",2,"No children yet","No",100000,730500,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",2,"No children yet","Yes",10000,224400,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"No children yet","Yes",115000,408750,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",2,"No children yet","No",61158,95200,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",1,"No children yet","No",42000,133500,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"No children yet","No",44000,465579,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",1,"No children yet","Yes",37000,130150,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",1,"No children yet","No",68977,526000,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",1,"No children yet","Yes",13000,50000,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",1,"No children yet","Yes",40000,63213,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"No children yet","No",40000,14000,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",1,"No children yet","No",32497,163714,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"No children yet","No",93000,536200,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",1,"No children yet","No",44000,95500,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",1,"No children yet","Yes",25000,420200,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",1,"No children yet","Yes",265933,962000,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",1,"No children yet","No",75000,184000,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",2,"No children yet","Yes",-2,0,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",1,"No children yet","Yes",58000,25700,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",1,"No children yet","Yes",17000,0,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"No children yet","No",26300,59550,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"No children yet","Yes",240,20550,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",2,"No children yet","No",55000,881000,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"No children yet","Yes",35000,256000,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",1,"No children yet","No",80000,2569252,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",4,"No children yet","No",45000,24032,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",1,"No children yet","No",33000,12500,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"No children yet","No",-1,0,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",1,"No children yet","No",84000,435800,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",2,"No children yet","No",96313,798000,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",1,"No children yet","Yes",97000,631500,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",1,"No children yet","Yes",50000,351500,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",1,"No children yet","Yes",10000,-13850,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",1,"No children yet","Yes",52500,302200,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",2,"No children yet","No",27000,109816,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"No children yet","Yes",32000,7000,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",1,"No children yet","No",29000,208500,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",1,"No children yet","Yes",90000,293079,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",1,"No children yet","Yes",33000,135000,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"No children yet","No",48000,494000,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",1,"No children yet","No",68000,184000,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",2,"No children yet","Yes",8000,543000,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"No children yet","Yes",45000,74210,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",1,"No children yet","No",54000,147500,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"No children yet","Yes",15000,414500,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"No children yet","Yes",36000,13050,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"No children yet","No",25000,35800,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",2,"No children yet","Yes",-2,338500,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"No children yet","No",17000,23162,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",1,"No children yet","Yes",28000,-43900,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"No children yet","No",39000,86100,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"No children yet","Yes",43000,95500,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",2,"No children yet","No",23500,45805,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",1,"No children yet","No",60000,203000,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",1,"No children yet","No",-1,2500,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"No children yet","No",50000,386500,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"No children yet","No",100000,652000,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",2,"No children yet","Yes",42000,105300,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",2,"No children yet","No",9300,104600,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",2,"No children yet","No",49000,97500,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",1,"No children yet","No",45000,119000,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"No children yet","No",58660,534900,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",1,"No children yet","Yes",35600,126900,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",1,"No children yet","No",30000,-56500,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"No children yet","No",57000,788500,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",1,"No children yet","",-1,162000,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"No children yet","No",33000,170200,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",1,"No children yet","No",10000,136800,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",1,"No children yet","Yes",37000,125000,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",1,"No children yet","Yes",7068,-2000,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",1,"No children yet","No",19000,91800,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",1,"No children yet","Yes",44000,287879,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"No children yet","Yes",-4,0,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",1,"No children yet","No",6000,150,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",1,"No children yet","No",61000,81600,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",1,"No children yet","Yes",84000,144000,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"No children yet","No",28000,29500,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",1,"No children yet","No",47300,16500,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",1,"No children yet","Yes",36000,255840,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",1,"No children yet","No",15000,14750,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",1,"No children yet","Yes",4700,4500,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",1,"No children yet","Yes",43000,64000,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",1,"No children yet","Yes",33000,20150,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"No children yet","Yes",50000,95000,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"No children yet","No",48000,115000,""
2004,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",2,"No children yet","Yes",20000,90300,""
2000,"IN THE US","HISPANIC","MALE",3,"25","Yes",26000,-1000,""
2000,"IN THE US","HISPANIC","MALE",1,"No children yet","Yes",1200,-2575,""
2000,"IN THE US","BLACK","MALE",3,"19","Yes",-2,900,""
2000,"IN THE US","BLACK","FEMALE",2,"16","Yes",15000,1150,""
2000,"IN THE US","BLACK","MALE",3,"19","Yes",14000,18000,""
2000,"IN THE US","BLACK","MALE",3,"24","No",31000,147466,""
2000,"IN THE US","HISPANIC","FEMALE",4,"24","No",45000,45000,""
2000,"IN THE US","HISPANIC","FEMALE",3,"17","Yes",47000,-1,""
2000,"IN THE US","BLACK","MALE",11,"18","Yes",54000,30000,""
2000,"IN THE US","BLACK","FEMALE",3,"13","Yes",12000,0,""
2000,"IN THE US","BLACK","FEMALE",3,"17","Yes",-2,0,""
2000,"IN THE US","HISPANIC","MALE",5,"25","Yes",49500,16800,""
2000,"IN THE US","HISPANIC","MALE",1,"No children yet","Yes",78000,106500,""
2000,"IN THE US","HISPANIC","FEMALE",5,"15","Yes",23000,406500,""
2000,"IN THE US","HISPANIC","FEMALE",2,"No children yet","Yes",34000,3600,""
2000,"IN THE US","HISPANIC","FEMALE",3,"19","Yes",10000,54600,""
2000,"IN THE US","BLACK","MALE",1,"No children yet","Yes",1000,0,""
2000,"IN THE US","HISPANIC","FEMALE",4,"25","Yes",31000,97500,""
2000,"IN THE US","HISPANIC","MALE",3,"No children yet","Yes",20000,-1,""
2000,"IN THE US","HISPANIC","MALE",4,"26","Yes",35000,35500,""
2000,"IN THE US","HISPANIC","MALE",5,"27","Yes",15000,2000,""
2000,"IN THE US","HISPANIC","MALE",4,"27","Yes",35000,19500,""
2000,"IN THE US","HISPANIC","MALE",1,"No children yet","Yes",3500,7100,""
2000,"IN THE US","HISPANIC","FEMALE",1,"17","Yes",32000,18133,""
2000,"IN THE US","BLACK","MALE",2,"No children yet","No",29500,-12870,""
2000,"IN THE US","HISPANIC","MALE",1,"21","Yes",15000,5000,""
2000,"IN THE US","BLACK","FEMALE",4,"23","No",50000,56500,""
2000,"IN THE US","BLACK","FEMALE",2,"32","Yes",20000,1,""
2000,"IN THE US","BLACK","MALE",3,"18","Yes",-2,0,""
2000,"IN THE US","BLACK","FEMALE",4,"20","Yes",27000,13400,""
2000,"IN THE US","BLACK","FEMALE",1,"20","Yes",4000,0,""
2000,"IN THE US","BLACK","FEMALE",5,"18","Yes",16000,2000,""
2000,"IN THE US","BLACK","FEMALE",1,"No children yet","No",23000,-2290,""
2000,"IN THE US","BLACK","MALE",2,"23","Yes",-2,0,""
2000,"IN THE US","BLACK","MALE",5,"34","Yes",-2,978,""
2000,"IN THE US","BLACK","MALE",2,"19","Yes",9000,0,""
2000,"IN THE US","BLACK","MALE",3,"19","No",62000,36000,""
2000,"IN THE US","BLACK","FEMALE",5,"25","No",37000,11500,""
2000,"IN THE US","BLACK","FEMALE",2,"No children yet","No",32500,56500,""
2000,"IN THE US","BLACK","MALE",1,"No children yet","Yes",-2,0,""
2000,"IN THE US","BLACK","FEMALE",6,"24","Yes",50000,9250,""
2000,"IN THE US","BLACK","FEMALE",4,"18","Yes",18369,10000,""
2000,"IN THE US","BLACK","MALE",3,"23","Yes",17000,2900,""
2000,"IN THE US","HISPANIC","MALE",5,"22","No",80000,78000,""
2000,"IN THE US","HISPANIC","MALE",1,"No children yet","",-2,1130,""
2000,"IN THE US","BLACK","MALE",3,"27","Yes",53000,168551,""
2000,"IN THE US","BLACK","MALE",1,"No children yet","Yes",25000,-1,""
2000,"IN THE US","BLACK","MALE",4,"28","Yes",5000,2500,""
2000,"IN THE US","BLACK","FEMALE",4,"25","Yes",15000,600,""
2000,"IN THE US","BLACK","MALE",6,"25","No",55000,108000,""
2000,"IN THE US","BLACK","MALE",1,"No children yet","No",50000,-1,""
2000,"IN THE US","BLACK","FEMALE",2,"15","No",27000,999,""
2000,"IN THE US","BLACK","MALE",3,"35","Yes",52000,293199,""
2000,"IN THE US","BLACK","FEMALE",4,"33","No",10000,1550,""
2000,"IN THE US","HISPANIC","FEMALE",2,"No children yet","Yes",31000,710506,""
2000,"IN THE US","HISPANIC","FEMALE",1,"15","Yes",7000,24000,""
2000,"IN THE US","BLACK","MALE",4,"17","Yes",70000,37900,""
2000,"IN THE US","BLACK","MALE",4,"No children yet","Yes",15117,0,""
2000,"IN THE US","BLACK","MALE",4,"24","No",40000,148000,""
2000,"IN THE US","BLACK","FEMALE",5,"26","Yes",2000,-10000,""
2000,"IN THE US","BLACK","FEMALE",4,"24","Yes",25000,82000,""
2000,"IN THE US","BLACK","MALE",3,"24","Yes",44000,54600,""
2000,"IN THE US","BLACK","MALE",2,"13","No",21000,18200,""
2000,"IN THE US","BLACK","MALE",2,"No children yet","Yes",15000,2256,""
2000,"IN THE US","BLACK","MALE",6,"25","Yes",88000,195400,""
2000,"IN THE US","BLACK","MALE",1,"No children yet","Yes",45000,1016,""
2000,"IN THE US","BLACK","MALE",5,"20","Yes",35000,65980,""
2000,"IN THE US","BLACK","FEMALE",5,"23","Yes",26000,-790,""
2000,"IN THE US","BLACK","MALE",2,"No children yet","Yes",40000,0,""
2000,"IN THE US","BLACK","FEMALE",1,"No children yet","Yes",22000,14400,""
2000,"IN THE US","BLACK","MALE",3,"16","Yes",-2,19300,""
