name,city,predominantdegree,highestdegreegranted,meanearnings7yrs,meanearnings8yrs,meanearnings9yrs,year,undergraduateenrollment
"Mitchell College","New London","Associate's degree","Predominantly associate's-degree granting",,,,1998,544
"Mitchell Community College","Statesville","Associate's degree","Predominantly associate's-degree granting",,,,1998,1321
"Mitchell Technical Institute","Mitchell","Associate's degree","Predominantly associate's-degree granting",,,,1998,657
"Moberly Area Community College","Moberly","Associate's degree","Predominantly associate's-degree granting",,,,1998,1880
"Modesto Junior College","Modesto","Associate's degree","Predominantly associate's-degree granting",,,,1998,9420
"Mohave Community College","Kingman","Associate's degree","Predominantly associate's-degree granting",,,,1998,1396
"Mohawk Valley Community College","Utica","Associate's degree","Predominantly associate's-degree granting",,,,1998,2210
"Monroe College","Bronx","Associate's degree","Predominantly associate's-degree granting",,,,1998,2664
"Monroe Community College","Rochester","Associate's degree","Predominantly associate's-degree granting",,,,1998,5659
"Monroe County Community College","Monroe","Associate's degree","Predominantly associate's-degree granting",,,,1998,3575
"Montcalm Community College","Sidney","Associate's degree","Predominantly associate's-degree granting",,,,1998,1757
"Montefiore School of Nursing","Mount Vernon","Associate's degree","Predominantly associate's-degree granting",,,,1998,57
"Monterey Peninsula College","Monterey","Associate's degree","Predominantly associate's-degree granting",,,,1998,3021
"Montgomery College","Rockville","Associate's degree","Predominantly associate's-degree granting",,,,1998,9070
"Montgomery County Community College","Blue Bell","Associate's degree","Predominantly associate's-degree granting",,,,1998,8766
"Moorpark College","Moorpark","Associate's degree","Predominantly associate's-degree granting",,,,1998,7166
"Moraine Valley Community College","Palos Hills","Associate's degree","Predominantly associate's-degree granting",,,,1998,11787
"Morrison Institute of Technology","Morrison","Associate's degree","Predominantly associate's-degree granting",,,,1998,157
"Morrisville State College","Morrisville","Associate's degree","Predominantly associate's-degree granting",,,,1998,2830
"Morton College","Cicero","Associate's degree","Predominantly associate's-degree granting",,,,1998,2908
"Motlow College","Tullahoma","Associate's degree","Predominantly associate's-degree granting",,,,1998,2855
"Mott Community College","Flint","Associate's degree","Predominantly associate's-degree granting",,,,1998,8097
"Mount Wachusett Community College","Gardner","Associate's degree","Predominantly associate's-degree granting",,,,1998,2580
"Mount Washington College","Manchester","Associate's degree","Predominantly associate's-degree granting",,,,1998,2660
"Mountain Empire Community College","Big Stone Gap","Associate's degree","Predominantly associate's-degree granting",,,,1998,2223
"Mountain State College","Parkersburg","Associate's degree","Predominantly associate's-degree granting",,,,1998,153
"Mountain View College","Dallas","Associate's degree","Predominantly associate's-degree granting",,,,1998,2450
"Mt Hood Community College","Gresham","Associate's degree","Predominantly associate's-degree granting",,,,1998,5838
"Mt San Antonio College","Walnut","Associate's degree","Predominantly associate's-degree granting",,,,1998,15467
"Mt San Jacinto Community College District","San Jacinto","Associate's degree","Predominantly associate's-degree granting",,,,1998,4405
"Murray State College","Tishomingo","Associate's degree","Predominantly associate's-degree granting",,,,1998,1615
"Muskegon Community College","Muskegon","Associate's degree","Predominantly associate's-degree granting",,,,1998,4607
"NEI COLLEGE OF TECHNOLOGY","COLUMBIA HEIGHTS","Associate's degree","Predominantly associate's-degree granting",,,,1998,250
"NEW ENGLAND CULINARY INSTITUTE AT ESSEX","ESSEX JUNCTION","Associate's degree","Predominantly associate's-degree granting",,,,1998,256
"NEWPORT BUSINESS INSTITUTE","LOWER BURRELL","Associate's degree","Predominantly associate's-degree granting",,,,1998,164
"NEWPORT BUSINESS INSTITUTE","WILLIAMSPORT","Associate's degree","Predominantly associate's-degree granting",,,,1998,135
"NHTI-Concord's Community College","Concord","Associate's degree","Predominantly associate's-degree granting",,,,1998,1698
"NORTH COUNTRY COMMUNITY COLLEGE-MALONE","MALONE","Associate's degree","Predominantly associate's-degree granting",,,,1998,294
"NORTH COUNTRY COMMUNITY COLLEGE-TICONDEROGA","TICONDEROGA","Associate's degree","Predominantly associate's-degree granting",,,,1998,294
"NORTHAMPTON COUNTY AREA COMMUNITY COLLEGE-MONROE","TANNERSVILLE","Associate's degree","Predominantly associate's-degree granting",,,,1998,565
"NORTHEAST IOWA COMMUNITY COLLEGE-PEOSTA","PEOSTA","Associate's degree","Predominantly associate's-degree granting",,,,1998,1194
"NORTHWEST TECHNICAL INSTITUTE","EDEN PRAIRIE","Associate's degree","Predominantly associate's-degree granting",,,,1998,142
"Napa Valley College","Napa","Associate's degree","Predominantly associate's-degree granting",,,,1998,3207
"Nash Community College","Rocky Mount","Associate's degree","Predominantly associate's-degree granting",,,,1998,1205
"Nashua Community College","Nashua","Associate's degree","Predominantly associate's-degree granting",,,,1998,1017
"Nashville State Community College","NASHVILLE","Associate's degree","Predominantly associate's-degree granting",,,,1998,3362
"Nassau Community College","Garden City","Associate's degree","Predominantly associate's-degree granting",,,,1998,19429
"National College-Nashville","NASHVILLE","Associate's degree","Predominantly associate's-degree granting",,,,1998,153
"National Park Community College","Hot Springs","Associate's degree","Predominantly associate's-degree granting",,,,1998,1797
"National University College-Arecibo","Arecibo","Associate's degree","Predominantly associate's-degree granting",,,,1998,745
"National University College-Bayamon","Bayamon","Associate's degree","Predominantly associate's-degree granting",,,,1998,1642
"Naugatuck Valley Community College","Waterbury","Associate's degree","Predominantly associate's-degree granting",,,,1998,4139
"Navarro College","Corsicana","Associate's degree","Predominantly associate's-degree granting",,,,1998,3467
"Nebraska College of Technical Agriculture","Curtis","Associate's degree","Predominantly associate's-degree granting",,,,1998,124
"Neosho County Community College","Chanute","Associate's degree","Predominantly associate's-degree granting",,,,1998,691
"New Castle School of Trades","New Castle","Associate's degree","Predominantly associate's-degree granting",,,,1998,350
"New Mexico Junior College","Hobbs","Associate's degree","Predominantly associate's-degree granting",,,,1998,2527
"New Mexico Military Institute","ROSWELL","Associate's degree","Predominantly associate's-degree granting",,,,1998,457
"New Mexico State University-Alamogordo","Alamogordo","Associate's degree","Predominantly associate's-degree granting",,,,1998,1523
"New Mexico State University-Carlsbad","Carlsbad","Associate's degree","Predominantly associate's-degree granting",,,,1998,964
"New Mexico State University-Dona Ana","Las Cruces","Associate's degree","Predominantly associate's-degree granting",,,,1998,3724
"New Mexico State University-Grants","Grants","Associate's degree","Predominantly associate's-degree granting",,,,1998,427
"New River Community College","Dublin","Associate's degree","Predominantly associate's-degree granting",,,,1998,1843
"New York Career Institute","NEW YORK","Associate's degree","Predominantly associate's-degree granting",,,,1998,675
"Niagara County Community College","Sanborn","Associate's degree","Predominantly associate's-degree granting",,,,1998,4458
"Normandale Community College","Bloomington","Associate's degree","Predominantly associate's-degree granting",,,,1998,5843
"North Arkansas College","Harrison","Associate's degree","Predominantly associate's-degree granting",,,,1998,1334
"North Central Michigan College","Petoskey","Associate's degree","Predominantly associate's-degree granting",,,,1998,1491
"North Central Missouri College","Trenton","Associate's degree","Predominantly associate's-degree granting",,,,1998,800
"North Central State College","Mansfield","Associate's degree","Predominantly associate's-degree granting",,,,1998,2623
"North Central Texas College","Gainesville","Associate's degree","Predominantly associate's-degree granting",,,,1998,2987
"North Country Community College","Saranac Lake","Associate's degree","Predominantly associate's-degree granting",,,,1998,320
"North Dakota State College of Science","Wahpeton","Associate's degree","Predominantly associate's-degree granting",,,,1998,2542
"North Hennepin Community College","Brooklyn Park","Associate's degree","Predominantly associate's-degree granting",,,,1998,4544
"North Idaho College","Coeur d'Alene","Associate's degree","Predominantly associate's-degree granting",,,,1998,3325
"North Iowa Area Community College","Mason City","Associate's degree","Predominantly associate's-degree granting",,,,1998,2414
"North Lake College","Irving","Associate's degree","Predominantly associate's-degree granting",,,,1998,2193
"North Seattle College","SEATTLE","Associate's degree","Predominantly associate's-degree granting",,,,1998,4745
"North Shore Community College","Danvers","Associate's degree","Predominantly associate's-degree granting",,,,1998,4126
"NorthWest Arkansas Community College","Bentonville","Associate's degree","Predominantly associate's-degree granting",,,,1998,1076
"Northampton County Area Community College","Bethlehem","Associate's degree","Predominantly associate's-degree granting",,,,1998,4618
"Northeast Alabama Community College","Rainsville","Associate's degree","Predominantly associate's-degree granting",,,,1998,1359
"Minnesota State College-Southeast Technical","Winona","Associate's degree","Predominantly associate's-degree granting",,,,2000,1432
"Minnesota State Community and Technical College","Fergus Falls","Associate's degree","Predominantly associate's-degree granting",,,,2000,1318
"MiraCosta College","Oceanside","Associate's degree","Predominantly associate's-degree granting",,,,2000,6700
"Mission College","Santa Clara","Associate's degree","Predominantly associate's-degree granting",,,,2000,6520
"Mississippi Delta Community College","Moorhead","Associate's degree","Predominantly associate's-degree granting",,,,2000,2520
"Mississippi Gulf Coast Community College","Perkinston","Associate's degree","Predominantly associate's-degree granting",,,,2000,8746
"Missouri State University-West Plains","West Plains","Associate's degree","Predominantly associate's-degree granting",,,,2000,940
"Mitchell College","New London","Associate's degree","Predominantly associate's-degree granting",,,,2000,537
"Mitchell Community College","Statesville","Associate's degree","Predominantly associate's-degree granting",,,,2000,1360
"Mitchell Technical Institute","Mitchell","Associate's degree","Predominantly associate's-degree granting",,,,2000,756
"Moberly Area Community College","Moberly","Associate's degree","Predominantly associate's-degree granting",,,,2000,1672
"Modesto Junior College","Modesto","Associate's degree","Predominantly associate's-degree granting",,,,2000,11093
"Mohave Community College","Kingman","Associate's degree","Predominantly associate's-degree granting",,,,2000,1284
"Mohawk Valley Community College","Utica","Associate's degree","Predominantly associate's-degree granting",,,,2000,4381
"Monroe Community College","Rochester","Associate's degree","Predominantly associate's-degree granting",,,,2000,11864
"Monroe County Community College","Monroe","Associate's degree","Predominantly associate's-degree granting",,,,2000,3568
"Montcalm Community College","Sidney","Associate's degree","Predominantly associate's-degree granting",,,,2000,1436
"Montefiore School of Nursing","Mount Vernon","Associate's degree","Predominantly associate's-degree granting",,,,2000,39
"Monterey Peninsula College","Monterey","Associate's degree","Predominantly associate's-degree granting",,,,2000,3726
"Montgomery College","Rockville","Associate's degree","Predominantly associate's-degree granting",,,,2000,8111
"Montgomery County Community College","Blue Bell","Associate's degree","Predominantly associate's-degree granting",,,,2000,9099
"Moorpark College","Moorpark","Associate's degree","Predominantly associate's-degree granting",,,,2000,8304
"Moraine Valley Community College","Palos Hills","Associate's degree","Predominantly associate's-degree granting",,,,2000,12874
"Morgan Community College","Fort  Morgan","Associate's degree","Predominantly associate's-degree granting",,,,2000,865
"Morrison Institute of Technology","Morrison","Associate's degree","Predominantly associate's-degree granting",,,,2000,190
"Morton College","Cicero","Associate's degree","Predominantly associate's-degree granting",,,,2000,2866
"Motlow College","Tullahoma","Associate's degree","Predominantly associate's-degree granting",,,,2000,2773
"Mott Community College","Flint","Associate's degree","Predominantly associate's-degree granting",,,,2000,8028
"Mount Wachusett Community College","Gardner","Associate's degree","Predominantly associate's-degree granting",,,,2000,2801
"Mountain Empire Community College","Big Stone Gap","Associate's degree","Predominantly associate's-degree granting",,,,2000,2275
"Mountain State College","Parkersburg","Associate's degree","Predominantly associate's-degree granting",,,,2000,147
"Mountain View College","Dallas","Associate's degree","Predominantly associate's-degree granting",,,,2000,4206
"Mt Hood Community College","Gresham","Associate's degree","Predominantly associate's-degree granting",,,,2000,6733
"Mt San Antonio College","Walnut","Associate's degree","Predominantly associate's-degree granting",,,,2000,15073
"Mt San Jacinto Community College District","San Jacinto","Associate's degree","Predominantly associate's-degree granting",,,,2000,4173
"Murray State College","Tishomingo","Associate's degree","Predominantly associate's-degree granting",,,,2000,1586
"Muskegon Community College","Muskegon","Associate's degree","Predominantly associate's-degree granting",,,,2000,4277
"NEI COLLEGE OF TECHNOLOGY","COLUMBIA HEIGHTS","Associate's degree","Predominantly associate's-degree granting",,,,2000,254
"NEW ENGLAND CULINARY INSTITUTE AT ESSEX","ESSEX JUNCTION","Associate's degree","Predominantly associate's-degree granting",,,,2000,290
"NEWPORT BUSINESS INSTITUTE","LOWER BURRELL","Associate's degree","Predominantly associate's-degree granting",,,,2000,150
"NEWPORT BUSINESS INSTITUTE","WILLIAMSPORT","Associate's degree","Predominantly associate's-degree granting",,,,2000,112
"NHTI-Concord's Community College","Concord","Associate's degree","Predominantly associate's-degree granting",,,,2000,1862
"NORTH COUNTRY COMMUNITY COLLEGE-MALONE","MALONE","Associate's degree","Predominantly associate's-degree granting",,,,2000,2364
"NORTH COUNTRY COMMUNITY COLLEGE-TICONDEROGA","TICONDEROGA","Associate's degree","Predominantly associate's-degree granting",,,,2000,2364
"NORTHAMPTON COUNTY AREA COMMUNITY COLLEGE-MONROE","TANNERSVILLE","Associate's degree","Predominantly associate's-degree granting",,,,2000,645
"NORTHWEST TECHNICAL COLLEGE-DETROIT LAKES","DETROIT LAKES","Associate's degree","Predominantly associate's-degree granting",,,,2000,1432
"NORTHWEST TECHNICAL COLLEGE-EAST GRAND FORKS","EAST GRAND FORKS","Associate's degree","Predominantly associate's-degree granting",,,,2000,1432
"NORTHWEST TECHNICAL COLLEGE-MOORHEAD","Moorhead","Associate's degree","Predominantly associate's-degree granting",,,,2000,1432
"NORTHWEST TECHNICAL COLLEGE-WADENA","WADENA","Associate's degree","Predominantly associate's-degree granting",,,,2000,1432
"NORTHWEST TECHNICAL INSTITUTE","EDEN PRAIRIE","Associate's degree","Predominantly associate's-degree granting",,,,2000,139
"Napa Valley College","Napa","Associate's degree","Predominantly associate's-degree granting",,,,2000,2928
"Nash Community College","Rocky Mount","Associate's degree","Predominantly associate's-degree granting",,,,2000,1286
"Nashua Community College","Nashua","Associate's degree","Predominantly associate's-degree granting",,,,2000,1368
"Nashville State Community College","NASHVILLE","Associate's degree","Predominantly associate's-degree granting",,,,2000,3614
"Nassau Community College","Garden City","Associate's degree","Predominantly associate's-degree granting",,,,2000,18876
"National College-Nashville","NASHVILLE","Associate's degree","Predominantly associate's-degree granting",,,,2000,130
"National Park Community College","Hot Springs","Associate's degree","Predominantly associate's-degree granting",,,,2000,2041
"National University College-Arecibo","Arecibo","Associate's degree","Predominantly associate's-degree granting",,,,2000,1131
"National University College-Bayamon","Bayamon","Associate's degree","Predominantly associate's-degree granting",,,,2000,1879
"Naugatuck Valley Community College","Waterbury","Associate's degree","Predominantly associate's-degree granting",,,,2000,3890
"Navarro College","Corsicana","Associate's degree","Predominantly associate's-degree granting",,,,2000,3369
"Nebraska College of Technical Agriculture","Curtis","Associate's degree","Predominantly associate's-degree granting",,,,2000,252
"Nebraska Indian Community College","Macy","Associate's degree","Predominantly associate's-degree granting",,,,2000,157
"Neosho County Community College","Chanute","Associate's degree","Predominantly associate's-degree granting",,,,2000,394
"New England School of Communications","Bangor","Associate's degree","Predominantly associate's-degree granting",,,,2000,80
"New Mexico Junior College","Hobbs","Associate's degree","Predominantly associate's-degree granting",,,,2000,2464
"New Mexico Military Institute","ROSWELL","Associate's degree","Predominantly associate's-degree granting",,,,2000,476
"New Mexico State University-Alamogordo","Alamogordo","Associate's degree","Predominantly associate's-degree granting",,,,2000,1394
"New Mexico State University-Carlsbad","Carlsbad","Associate's degree","Predominantly associate's-degree granting",,,,2000,1040
"New Mexico State University-Dona Ana","Las Cruces","Associate's degree","Predominantly associate's-degree granting",,,,2000,2793
"New Mexico State University-Grants","Grants","Associate's degree","Predominantly associate's-degree granting",,,,2000,465
"New River Community College","Dublin","Associate's degree","Predominantly associate's-degree granting",,,,2000,1904
"New York Career Institute","NEW YORK","Associate's degree","Predominantly associate's-degree granting",,,,2000,569
"Niagara County Community College","Sanborn","Associate's degree","Predominantly associate's-degree granting",,,,2000,4032
"Normandale Community College","Bloomington","Associate's degree","Predominantly associate's-degree granting",,,,2000,6201
"North Arkansas College","Harrison","Associate's degree","Predominantly associate's-degree granting",,,,2000,1389
"North Central Michigan College","Petoskey","Associate's degree","Predominantly associate's-degree granting",,,,2000,1800
"North Central Missouri College","Trenton","Associate's degree","Predominantly associate's-degree granting",,,,2000,829
"North Central State College","Mansfield","Associate's degree","Predominantly associate's-degree granting",,,,2000,2841
"North Central Texas College","Gainesville","Associate's degree","Predominantly associate's-degree granting",,,,2000,3895
"North Country Community College","Saranac Lake","Associate's degree","Predominantly associate's-degree granting",,,,2000,803
"North Dakota State College of Science","Wahpeton","Associate's degree","Predominantly associate's-degree granting",,,,2000,2345
"North Hennepin Community College","Brooklyn Park","Associate's degree","Predominantly associate's-degree granting",,,,2000,4488
"North Idaho College","Coeur d'Alene","Associate's degree","Predominantly associate's-degree granting",,,,2000,3270
"North Iowa Area Community College","Mason City","Associate's degree","Predominantly associate's-degree granting",,,,2000,2449
"North Lake College","Irving","Associate's degree","Predominantly associate's-degree granting",,,,2000,4963
"North Seattle College","SEATTLE","Associate's degree","Predominantly associate's-degree granting",,,,2000,2389
"North Shore Community College","Danvers","Associate's degree","Predominantly associate's-degree granting",,,,2000,5001
"NorthWest Arkansas Community College","Bentonville","Associate's degree","Predominantly associate's-degree granting",,,,2000,2631
"Northampton County Area Community College","Bethlehem","Associate's degree","Predominantly associate's-degree granting",,,,2000,4738
"Northeast Alabama Community College","Rainsville","Associate's degree","Predominantly associate's-degree granting",,,,2000,1409
"Northeast Community College","Norfolk","Associate's degree","Predominantly associate's-degree granting",,,,2000,2183
"Minnesota School of Business-Blaine","Blaine","Associate's degree","Predominantly bachelor's-degree granting",,,,2015,231
"Minnesota School of Business-Blaine","Blaine","Associate's degree","Predominantly bachelor's-degree granting",,,,2014,384
"Minnesota School of Business-Brooklyn Center","Brooklyn Center","Associate's degree","Predominantly bachelor's-degree granting",,,,2015,106
"Minnesota School of Business-Brooklyn Center","Brooklyn Center","Associate's degree","Predominantly bachelor's-degree granting",,,,2014,162
"Minnesota School of Business-Brooklyn Center","Brooklyn Center","Associate's degree","Predominantly bachelor's-degree granting",,,,2004,614
"Minnesota School of Business-Elk River","Elk River","Associate's degree","Predominantly bachelor's-degree granting",,,,2015,231
"Minnesota School of Business-Elk River","Elk River","Associate's degree","Predominantly bachelor's-degree granting",,,,2014,285
"Minnesota School of Business-Lakeville","Lakeville","Associate's degree","Predominantly bachelor's-degree granting",,,,2015,188
"Minnesota School of Business-Lakeville","Lakeville","Associate's degree","Predominantly bachelor's-degree granting",,,,2014,197
"Minnesota School of Business-Moorhead","Moorhead","Associate's degree","Predominantly bachelor's-degree granting",,,,2014,171
"Minnesota School of Business-Moorhead","Moorhead","Associate's degree","Predominantly bachelor's-degree granting",,,,2015,133
"Minnesota School of Business-Plymouth","Plymouth","Associate's degree","Predominantly bachelor's-degree granting",,,,2015,127
"Minnesota School of Business-Plymouth","Plymouth","Associate's degree","Predominantly bachelor's-degree granting",,,,2014,184
"Minnesota School of Business-Richfield","Richfield","Associate's degree","Predominantly bachelor's-degree granting",,,,2004,889
"Minnesota School of Business-Rochester","Rochester","Associate's degree","Predominantly bachelor's-degree granting",,,,2014,256
"Minnesota School of Business-Rochester","Rochester","Associate's degree","Predominantly bachelor's-degree granting",,,,2015,177
"Minnesota School of Business-Shakopee","Shakopee","Associate's degree","Predominantly bachelor's-degree granting",,,,2014,110
"Minnesota School of Business-Waite Park","Waite Park","Associate's degree","Predominantly bachelor's-degree granting",,,,2015,214
"Minnesota School of Business-Waite Park","Waite Park","Associate's degree","Predominantly bachelor's-degree granting",,,,2014,339
"Missouri Tech","Saint Charles","Associate's degree","Predominantly bachelor's-degree granting",,,,2004,207
"Missouri Tech","Saint Charles","Associate's degree","Predominantly bachelor's-degree granting",,,,2014,108
"Missouri Tech","Saint Charles","Associate's degree","Predominantly bachelor's-degree granting",,,,2001,204
"Missouri Tech","Saint Charles","Associate's degree","Predominantly bachelor's-degree granting",,,,1999,178
"Missouri Tech","Saint Charles","Associate's degree","Predominantly bachelor's-degree granting",,,,2000,201
"Missouri Tech","Saint Charles","Associate's degree","Predominantly bachelor's-degree granting",,,,1997,225
"Missouri Tech","Saint Charles","Associate's degree","Predominantly bachelor's-degree granting",,,,2002,209
"Missouri Tech","Saint Charles","Associate's degree","Predominantly bachelor's-degree granting",,,,2015,105
"Missouri Tech","Saint Charles","Associate's degree","Predominantly bachelor's-degree granting",,,,1998,161
"Missouri Tech","Saint Charles","Associate's degree","Predominantly bachelor's-degree granting",,,,2003,193
"Mitchell College","New London","Associate's degree","Predominantly bachelor's-degree granting",,,,2004,710
"Mitchell College","New London","Associate's degree","Predominantly bachelor's-degree granting",,,,2003,677
"Mitchell College","New London","Associate's degree","Predominantly bachelor's-degree granting",,,,2002,660
"Mitchell College","New London","Associate's degree","Predominantly bachelor's-degree granting",,,,2001,621
"Monroe College","Bronx","Associate's degree","Predominantly bachelor's-degree granting",,,,2004,3928
"Monroe College","Bronx","Associate's degree","Predominantly bachelor's-degree granting",,,,2003,3805
"Monroe College","Bronx","Associate's degree","Predominantly bachelor's-degree granting",,,,2000,3336
"Monroe College","Bronx","Associate's degree","Predominantly bachelor's-degree granting",,,,2002,3314
"Monroe College","Bronx","Associate's degree","Predominantly bachelor's-degree granting",,,,2001,3387
"Morrisville State College","Morrisville","Associate's degree","Predominantly bachelor's-degree granting",,,,2002,3130
"Morrisville State College","Morrisville","Associate's degree","Predominantly bachelor's-degree granting",,,,2004,3105
"Morrisville State College","Morrisville","Associate's degree","Predominantly bachelor's-degree granting",,,,2000,2909
"Morrisville State College","Morrisville","Associate's degree","Predominantly bachelor's-degree granting",,,,2001,3033
"Morrisville State College","Morrisville","Associate's degree","Predominantly bachelor's-degree granting",,,,2015,2728
"Morrisville State College","Morrisville","Associate's degree","Predominantly bachelor's-degree granting",,,,2003,3283
"Morrisville State College","Morrisville","Associate's degree","Predominantly bachelor's-degree granting",,,,2014,2849
"Mount Aloysius College","Cresson","Associate's degree","Predominantly bachelor's-degree granting",,,,1997,1123
"Mount Aloysius College","Cresson","Associate's degree","Predominantly bachelor's-degree granting",,,,1999,950
"Mount Aloysius College","Cresson","Associate's degree","Predominantly bachelor's-degree granting",,,,2003,1266
"Mount Aloysius College","Cresson","Associate's degree","Predominantly bachelor's-degree granting",,,,2001,1297
"Mount Aloysius College","Cresson","Associate's degree","Predominantly bachelor's-degree granting",,,,2004,1345
"Mount Aloysius College","Cresson","Associate's degree","Predominantly bachelor's-degree granting",,,,1998,1042
"Mount Aloysius College","Cresson","Associate's degree","Predominantly bachelor's-degree granting",,,,2000,997
"Mount Aloysius College","Cresson","Associate's degree","Predominantly bachelor's-degree granting",,,,2002,1151
"Mount Ida College","Newton","Associate's degree","Predominantly bachelor's-degree granting",,,,2000,1471
"Mount Ida College","Newton","Associate's degree","Predominantly bachelor's-degree granting",,,,1998,1782
"Mount Ida College","Newton","Associate's degree","Predominantly bachelor's-degree granting",,,,2002,1315
"Mount Ida College","Newton","Associate's degree","Predominantly bachelor's-degree granting",,,,2001,1196
"Mount Ida College","Newton","Associate's degree","Predominantly bachelor's-degree granting",,,,1999,1648
"Mount Ida College","Newton","Associate's degree","Predominantly bachelor's-degree granting",,,,1997,1962
"Mount Ida College","Newton","Associate's degree","Predominantly bachelor's-degree granting",,,,2003,1252
"Mount Washington College","Manchester","Associate's degree","Predominantly bachelor's-degree granting",,,,2001,2766
"Mount Washington College","Manchester","Associate's degree","Predominantly bachelor's-degree granting",,,,2004,3067
"Mount Washington College","Manchester","Associate's degree","Predominantly bachelor's-degree granting",,,,2002,2693
"Mount Washington College","Manchester","Associate's degree","Predominantly bachelor's-degree granting",,,,2015,1504
"Mount Washington College","Manchester","Associate's degree","Predominantly bachelor's-degree granting",,,,1999,3181
"Mount Washington College","Manchester","Associate's degree","Predominantly bachelor's-degree granting",,,,2003,2860
"Mount Washington College","Manchester","Associate's degree","Predominantly bachelor's-degree granting",,,,2000,3527
"Mount Washington College","Manchester","Associate's degree","Predominantly bachelor's-degree granting",,,,2014,2273
"NAZARENE BIBLE COLLEGE","PASADENA","Associate's degree","Predominantly bachelor's-degree granting",,,,2000,26
"NAZARENE BIBLE COLLEGE","PASADENA","Associate's degree","Predominantly bachelor's-degree granting",,,,2001,26
"NAZARENE INDIAN BIBLE COLLEGE","ALBUQUERQUE","Associate's degree","Predominantly bachelor's-degree granting",,,,1997,37
"NAZARENE INDIAN BIBLE COLLEGE","ALBUQUERQUE","Associate's degree","Predominantly bachelor's-degree granting",,,,1998,27
"NAZARENE INDIAN BIBLE COLLEGE","ALBUQUERQUE","Associate's degree","Predominantly bachelor's-degree granting",,,,1999,37
"National American University-Albuquerque","ALBUQUERQUE","Associate's degree","Predominantly bachelor's-degree granting",,,,1998,289
"National American University-Albuquerque","ALBUQUERQUE","Associate's degree","Predominantly bachelor's-degree granting",,,,2014,396
"National American University-Albuquerque West","ALBUQUERQUE","Associate's degree","Predominantly bachelor's-degree granting",,,,2014,346
"National American University-Austin","AUSTIN","Associate's degree","Predominantly bachelor's-degree granting",,,,2015,207
"National American University-Austin","AUSTIN","Associate's degree","Predominantly bachelor's-degree granting",,,,2014,254
"National American University-Bellevue","Bellevue","Associate's degree","Predominantly bachelor's-degree granting",,,,2015,189
"National American University-Bloomington","Bloomington","Associate's degree","Predominantly bachelor's-degree granting",,,,2004,254
"National American University-Bloomington","Bloomington","Associate's degree","Predominantly bachelor's-degree granting",,,,2015,422
"National American University-Bloomington","Bloomington","Associate's degree","Predominantly bachelor's-degree granting",,,,2014,509
"National American University-Brooklyn Center","Brooklyn Center","Associate's degree","Predominantly bachelor's-degree granting",,,,2014,755
"National American University-Brooklyn Center","Brooklyn Center","Associate's degree","Predominantly bachelor's-degree granting",,,,2004,210
"National American University-Brooklyn Center","Brooklyn Center","Associate's degree","Predominantly bachelor's-degree granting",,,,2015,511
"National American University-Burnsville","Burnsville","Associate's degree","Predominantly bachelor's-degree granting",,,,2015,182
"National American University-Colorado Springs South","Colorado Springs","Associate's degree","Predominantly bachelor's-degree granting",,,,2015,233
"National American University-Colorado Springs South","Colorado Springs","Associate's degree","Predominantly bachelor's-degree granting",,,,2014,262
"National American University-Denver","Denver","Associate's degree","Predominantly bachelor's-degree granting",,,,2015,218
"National American University-Denver","Denver","Associate's degree","Predominantly bachelor's-degree granting",,,,2014,258
"National American University-Independence","Independence","Associate's degree","Predominantly bachelor's-degree granting",,,,2014,562
"National American University-Independence","Independence","Associate's degree","Predominantly bachelor's-degree granting",,,,2015,583
"National American University-Lee's Summit","Lee's Summit","Associate's degree","Predominantly bachelor's-degree granting",,,,2014,360
"National American University-Lee's Summit","Lee's Summit","Associate's degree","Predominantly bachelor's-degree granting",,,,2015,309
"National American University-Overland Park","Overland Park","Associate's degree","Predominantly bachelor's-degree granting",,,,2014,470
"National American University-Rapid City","Rapid City","Associate's degree","Predominantly bachelor's-degree granting",,,,2002,819
"National American University-Rapid City","Rapid City","Associate's degree","Predominantly bachelor's-degree granting",,,,1997,694
"National American University-Rapid City","Rapid City","Associate's degree","Predominantly bachelor's-degree granting",,,,1999,771
"National American University-Rapid City","Rapid City","Associate's degree","Predominantly bachelor's-degree granting",,,,2000,937
"National American University-Rapid City","Rapid City","Associate's degree","Predominantly bachelor's-degree granting",,,,2001,1005
"National American University-Rapid City","Rapid City","Associate's degree","Predominantly bachelor's-degree granting",,,,1998,721
"National American University-Roseville","Roseville","Associate's degree","Predominantly bachelor's-degree granting",,,,2014,369
"National American University-Roseville","Roseville","Associate's degree","Predominantly bachelor's-degree granting",,,,2015,264
"National American University-Sioux Falls","SIOUX FALLS","Associate's degree","Predominantly bachelor's-degree granting",,,,2014,658
"National American University-Sioux Falls","SIOUX FALLS","Associate's degree","Predominantly bachelor's-degree granting",,,,2002,321
"National American University-Sioux Falls","SIOUX FALLS","Associate's degree","Predominantly bachelor's-degree granting",,,,2000,334
"National American University-Sioux Falls","SIOUX FALLS","Associate's degree","Predominantly bachelor's-degree granting",,,,2003,328
"National American University-Sioux Falls","SIOUX FALLS","Associate's degree","Predominantly bachelor's-degree granting",,,,2015,594
"National American University-Sioux Falls","SIOUX FALLS","Associate's degree","Predominantly bachelor's-degree granting",,,,1999,283
"National American University-Sioux Falls","SIOUX FALLS","Associate's degree","Predominantly bachelor's-degree granting",,,,1998,281
